nose_x,left_eye_x,right_eye_x,left_ear_x,right_ear_x,left_shoulder_x,right_shoulder_x,left_elbow_x,right_elbow_x,left_wrist_x,right_wrist_x,left_hip_x,right_hip_x,left_knee_x,right_knee_x,left_ankle_x,right_ankle_x,nose_y,left_eye_y,right_eye_y,left_ear_y,right_ear_y,left_shoulder_y,right_shoulder_y,left_elbow_y,right_elbow_y,left_wrist_y,right_wrist_y,left_hip_y,right_hip_y,left_knee_y,right_knee_y,left_ankle_y,right_ankle_y
379.2427829560781,381.5389295305525,378.1771340143112,384.64185387747625,380.32620947701594,362.548327673049,387.2259625026155,353.36308197748093,385.8291279020764,362.99683216639926,385.0639826456707,353.10400717599055,370.3212051391602,352.3988798232305,390.5219764709473,339.06954029628196,394.83354532151,503.21555646260566,502.2249976566859,499.0577085585823,504.79998997279586,505.13666325523735,515.1958178565615,521.25083614531,534.0886190505256,542.753003619966,554.6257593064083,546.4482145763578,552.2188224792479,554.0497536432175,565.0806955610004,574.1207061040968,587.4810071672708,607.8666719709123
379.17000797816695,381.63696234566817,377.91371590750543,379.8227217538016,382.7739410400391,362.1594848632811,386.18360083443747,353.2508501325335,385.5945162091936,364.13943099975586,383.33410208565857,353.21921212332586,370.6330348423549,352.7081887381417,390.90225383213584,339.0649392264229,395.06069619315,502.1225152696881,500.75606591360895,498.0412287030902,503.51825605119984,505.96061052594854,514.9743619646345,520.298994881766,533.6640325273786,542.604973929269,562.3039387294225,545.8540442330495,552.401041303362,553.7203647068568,564.4914147513255,574.2873120989117,587.4664437430242,607.9414934430803
378.8790305001396,381.44008690970276,377.4673957824706,376.19251033238004,383.49724742344455,361.6029614039828,385.24538203648126,352.9499560764858,385.2153990609305,364.75794219970703,381.7593296595983,353.32296970912387,370.831050327846,352.78157860892156,390.96286337716236,339.0782857622418,395.24958201817094,500.94998713902055,499.2386128561836,496.77175085885193,502.34585298810697,505.49306297302235,514.575426374163,519.2993289402552,533.159861428397,542.2966444832939,565.1898356846401,546.1660210745674,552.2117968967981,553.1906193324497,563.9867984226772,574.369551522391,587.4379403250556,607.9498040335518
378.36985052199617,380.94830322265653,376.83817363920696,373.7512196132118,382.49612862723245,360.8787572951546,384.4113061087475,352.460399809338,384.6917764572873,364.852365766253,380.33966536749006,353.4152799333848,370.91525159563366,352.61904943557033,390.70380510602706,339.10957990373913,395.400202796573,499.6979720706035,497.67263848441024,495.24927502586763,501.2827807835174,503.7340205964592,513.9990110851473,518.2518383207779,532.576105753581,541.828015282041,563.2834501720614,547.3841451009118,551.6510892595568,552.4605175199966,563.5668465750562,574.3674243745354,587.3954969133654,607.8916037423274
377.5770325433643,379.97243318103637,375.6395034790042,371.0470584687735,378.75442286900136,359.78046853201755,383.8147081647603,351.4460100446431,384.07357424781463,364.69049580891954,378.0883690970287,353.280936104911,370.6925324939549,352.4409746442525,390.1049586704802,339.16209357125445,395.6286849975589,498.77374830700137,495.82029814947253,493.6600171043763,500.4366941906161,499.78708467029423,513.3240287417461,517.419223967053,531.8927652268186,541.3160818190805,557.513567969913,551.0281837100079,550.710732959566,551.6564421880817,562.7781575520837,574.212299891881,587.4233144124353,607.9931400844034
376.5688723609564,378.88356526692735,375.04407682872977,372.78288705008396,376.16887991769,358.7816300165088,383.0707826160252,350.63474455333915,383.13310350690597,363.4956970214846,377.04373641241193,353.55260794503374,370.76840028308715,351.5594635009768,389.1995820545018,339.3926851181759,395.66063762846477,497.29543831234923,494.68248131161675,491.72991416567885,499.44862238566117,497.35196449643126,512.4647202264698,516.1686463128956,531.8503145490378,540.4735067458383,546.0445404052739,553.6750161307202,549.4095241001678,550.6475514003212,563.0064373924623,574.5362134660998,587.0927000499912,607.7578829810736
375.8665390014651,378.07567923409624,374.0474264962335,373.18251509893537,374.4950209118074,357.7577805292042,382.0421247936433,350.4280562627886,382.35534486316527,362.30149841308616,377.4644590105332,354.24912443615165,370.94244275774304,351.0412205287391,388.05245245070716,339.3146000816711,395.19613393147813,495.26561173938603,493.5572500683016,489.6553786141535,498.843296959287,496.14583042689765,511.0221986316503,514.4633894420809,530.3856960478287,538.8733171735495,532.6532669067386,556.4435998825804,547.6556331089569,549.0005562191922,563.12211790539,574.1927032470708,587.1575833275208,606.9768110002794
373.95752970377634,376.635916573661,372.24653589157856,372.49070776076576,374.47121465773836,356.3183539254327,380.6775948660717,350.1469984508699,381.4705320085801,361.3624289376398,378.2458441598077,354.64690181187245,370.97249857584666,350.3302408854169,386.85876682826483,339.2240685962498,395.0065547398161,492.9473043169298,491.88475654238783,487.40699895223014,497.3934135437015,494.3010081336615,509.31050146193763,512.3691994803296,526.5768294561481,535.7403698875794,520.4466018676761,556.5303867885049,545.6896503993447,547.1288190569201,563.1450024559388,572.8347538539346,587.0073583693736,605.0447307768327
372.62733677455384,375.332827976772,372.90304492768814,371.34124537876704,375.1062930879142,355.5270836239772,379.42984444754495,350.15597425188366,380.7393929617748,360.72383553641214,378.82653844924226,355.2939275105797,371.4542069208057,349.9082394554504,386.2730204264326,339.2697210766023,394.8376123337522,491.2818274725055,491.0223713829407,487.1942084176203,495.2876319885258,493.52478281656937,506.4846474783765,509.67459724062996,522.0789580572223,532.50954364595,515.8001305716382,547.0709570021861,543.724420819964,544.9863135928204,562.9925359090173,570.4307410830547,586.8687373570037,602.1346682593941
371.17702847435385,374.06630561465334,372.2057331630165,368.8875819614958,377.5316965012326,354.2338580176946,378.65540313720726,349.950382051014,380.4504423595613,360.614430745443,380.22986021496024,356.01731254940967,372.29052080426925,349.64922514415946,386.6193905784973,339.2645957583476,394.8923717680434,489.9196150643488,489.2240853082569,486.4599514915833,493.2901238941014,493.9964734032044,504.27432650611553,506.8031888689317,519.1253160749167,529.4350153605146,521.6553399222241,532.6472451346265,542.3499683198479,543.1534968784881,562.472308930897,567.4165976388117,587.354393368676,598.4528903052925
370.2114116123747,373.2380320231123,370.95605032784624,368.0604048229402,376.4264351981029,353.64180210658503,378.4104498000375,349.88420468284994,380.73995790027465,360.61410268147813,383.03243437267514,356.17443629673573,372.6783625284833,349.7853553408671,387.6500106084917,339.3580180576872,395.565858386812,488.1234432402115,487.16789608910005,485.1202461605984,490.3110727582662,489.23598552885545,501.89016759963295,504.1272234235495,517.6485795520605,527.16749899728,524.4390880039764,514.8451756068641,540.9695394606822,541.3033894130166,561.5408688499817,563.7931518554692,587.5227951776418,594.7088230678017
370.54303850446456,373.19411105201385,370.9127139136907,368.035097394671,376.3555646623887,353.7275437854588,378.56294432140555,350.2759195963544,381.5459638323106,361.49391864594986,383.0644800095334,356.80269695463664,374.004943484352,349.59645371210036,389.80954124814014,339.72814269292945,396.9884102230983,487.7103738330662,486.8419064113076,485.5560555231007,488.6770853315084,487.6385479881653,500.2192030407137,502.1106770833337,517.7127758207779,525.4935186476939,526.3641419183643,509.8930220831012,539.9784633091522,540.2510692051483,561.249184744699,561.5809863862542,587.4797029041113,591.6275801885699
371.6547404697966,374.2752398536321,370.58616710844524,364.2301127115888,376.4681381952198,354.31877281552295,379.4189969017395,351.1758640834266,382.3389460245771,361.2431498936247,380.1446820213684,357.6687861851286,375.4532688685829,350.4452282133559,392.0580651419506,340.1883693876723,399.2873571486703,486.62592097691163,486.14461989629876,485.13789422171493,487.9907480875654,487.7875834873747,499.2865974789578,500.76997884114616,517.2975365774976,524.7836968558179,529.0964297340033,511.936806451707,539.1332157679971,539.4329100109285,560.3145199730287,559.8294430687317,586.9260886056087,589.3327120826361
372.96930440266954,375.57551138741655,371.24080730619914,364.88449714297366,377.45688592819965,355.1726553780694,381.0247882661368,352.649715241932,383.4799764724008,360.11130523681663,376.6860911051435,358.38243902297273,377.05113910493424,351.2080931890581,394.1533043271022,340.4661387488958,402.8459708804179,485.6280639285137,485.2951963515512,483.30042484828436,487.50765173775847,487.4298706054691,499.3621622721358,500.7005433582128,517.7104245140442,523.7770618257073,531.0742114839103,513.1959232148674,538.8973341442294,539.228299458822,559.4724070231124,559.2649746849427,586.8353518531441,588.3547021775023
374.2311103457499,376.8086809430806,372.59979320707805,363.2044957478844,377.71290043422175,356.8669855026974,382.5866601126537,354.0200972784136,384.8728201729914,358.77912648518907,376.7654720488051,360.0333589826314,378.52966453915576,351.9234989711219,395.89382607596286,340.77784383864656,406.58077312651164,484.75110135759655,484.19504129318995,481.67514564877496,487.28257079351556,488.5648774646581,499.8687616984053,501.34590948195716,518.6087232317248,524.1341854277115,533.7816151210244,510.5658547537671,539.2918170747307,539.2730553036648,559.6663887387235,559.2465638660253,586.7205127534417,587.9551050095336
375.9989783877421,378.5463725498747,374.05286080496677,366.5882332211452,378.91318511962913,358.76714143298943,384.2464708600728,356.197203136626,386.41656603132003,357.49612245105584,379.5707789829802,362.2209123883931,380.2222660609657,353.53815932500953,397.4045991443455,341.06352778843495,409.5581269037159,483.6567059471497,483.27598807925307,480.08104633149685,487.3498142787392,489.8480558849519,500.3304029192247,501.8730588640489,519.4582893734889,524.2051093691875,535.6569006783625,504.4159941900348,539.8832891555064,539.9705538068503,559.8186282203314,559.401753016881,587.085340954009,587.8240087599986
377.2880292619981,380.23517535981705,374.13432929629397,368.5961198352635,381.0955879574733,360.819879804339,385.76700882684645,358.215768723261,388.465864272345,356.3099394298738,386.2969146001909,364.5614111764093,381.7133636474612,356.21001216343495,398.7070668538414,341.5007745651974,411.49725196475106,483.57105200631315,483.04530534290166,479.9467362903417,486.3313238961359,488.7262378874282,500.3192836216521,501.86140369233664,518.4633734566828,524.6458416893372,541.0960093906951,497.05268133254316,539.6479081653417,539.8765440441317,559.7257559640071,559.09802827381,587.0482061476939,587.9705614362449
380.15575118291974,382.40355755033977,377.1454649425691,370.0459347679504,382.86854734874936,363.392990838914,387.6550383794878,360.602226620629,390.845749264672,358.60640789213664,392.58272734142514,367.29735056559275,383.94414883568203,358.5297066824779,400.66391972133124,342.97335397629536,412.47064862932507,484.33718835739893,483.34107081095414,481.453891209194,485.6584652491982,487.3792134239564,499.1702357700897,501.00535220191625,515.3380228678388,524.2312077113564,533.6096184140164,501.33626556396524,539.0027752830872,539.4457346598311,560.0404517764141,558.8960949125749,585.3493536086314,588.5495147705083
383.62036532447485,384.30300322033133,381.2719791957313,371.6503735496887,384.9803561256048,365.82377079554993,390.0034205118818,362.8741346086777,393.1942745390395,362.97759028843495,394.4533702305388,370.0602827526277,386.1854317074733,361.2016067504885,402.2245792207267,343.7081051781066,412.5086924235029,483.73630251203303,481.4318735031858,481.95548666091224,483.5874306815015,484.52242478870244,497.1443132672995,498.58683704194607,510.2099642072409,522.3350452241448,519.1739887055901,500.62670498802584,537.3268548874631,537.8155136108403,558.9846191406253,557.8732975551064,583.8488660539904,588.1453305199037
386.648876371838,386.25673021589034,385.6474038986936,374.1248990013488,386.8886417207267,368.1359834216893,392.31819152832065,365.18288566952685,395.4752480643139,365.18293507893907,394.37660689581037,372.32391829717756,388.4786155337382,363.5084486461824,403.34573582240546,345.20181837536063,412.63508787609317,480.185464041574,477.7495453244167,478.4383806501119,480.0769802275162,480.7682662237262,493.8767765590127,495.2233770461313,506.20539383661213,518.8985395885653,505.13623446509985,494.9281496320455,534.0983069283625,534.5614958263583,556.4419105166485,555.827782040551,580.7331644694015,587.0599953787672
388.4591758364726,387.7316741943362,388.0245408557713,376.328304472424,388.4518588838126,370.305599394299,394.7133276803156,366.13922809419205,397.7114497593474,369.27393813360334,393.4279756091893,374.24253445579916,390.5091349283857,365.08207738967195,404.16593279157394,346.6722495669413,413.1103083292646,475.90010706583695,473.2703503199989,474.568384443011,476.27213323684003,476.5866199675064,489.97070276169586,491.29996708461255,500.9155960083011,514.6287496657602,489.71638198125964,489.47383299328067,529.9325877598358,530.1967766171414,553.0991806756887,552.5675666445782,577.7009444463824,584.1736820765908
389.64078558059,389.19793773832805,388.7654339018325,378.5287708100821,390.08409881591825,371.9762024652393,396.6266853695827,367.6999471755257,399.59016164143907,371.35786038353353,394.1365349179225,375.62505994524304,392.2848979404997,366.8354397728332,405.3676478068037,349.2597481863842,413.5394563220799,471.46934491112154,468.8558689299087,469.98813756307,472.36399132864847,472.71169389997243,485.7768729073664,487.41033935546903,497.5160671415787,510.3998420352031,480.11628541492314,481.1721147809713,525.7383502778557,526.0971748715359,548.4778013683505,548.6695643833709,573.6986781529022,579.7487807500934
390.1394798642116,391.0152435302737,388.3021280197873,379.896656581334,391.93568711053786,373.0569243658159,398.04455493745377,369.01049150739425,400.9932799566363,371.0251864478704,396.37036060151627,376.9874503726054,393.7281690325059,368.66783360072566,407.021650041853,352.70573788597494,414.47332691011,468.6358971368702,466.7620504470102,467.4013136000864,469.17583120436933,469.35186331612755,482.7296662103566,484.301793779646,494.53548358735617,507.4672644478938,481.13747333345,482.41494024367597,522.1477199736099,522.4835237775534,544.0979592459546,544.6282552083337,569.379768008278,575.5391446068177
391.6974044073199,393.1107036045622,389.6456825619655,381.5243751889186,393.55165427071734,374.33642142159624,399.54987080891954,370.58932931082614,402.2954573858355,373.1914378574919,400.47467912946456,378.2106355939595,394.8468333653044,370.13281177339127,409.2862988426575,357.0639234270371,415.940600440616,467.1318181355798,465.95259421212364,465.87146214076483,467.33843013218507,467.45948192051515,480.44605836414195,482.8165508451919,492.4555322556272,505.9238542829245,476.55880846296077,491.34719231015197,520.1766651698525,520.5863011678064,541.4229496547158,541.6027664911184,564.9662780761723,572.2279960995633
394.2085564022975,395.0067327590219,392.554367792039,383.66555204845633,395.30468895321826,375.71349007742776,400.4397997174947,372.2852805001398,403.1863323393325,379.34430222284254,402.31882912772073,379.31964220319503,395.65806615920326,371.8169141496934,411.53490738641676,360.2308069864912,418.3905614217125,467.30163537888336,465.76168441772495,465.79483994983525,466.4384040832523,466.66103054228313,479.5316285632909,482.0114749726798,492.5252115158811,505.4238895234611,472.74608575730133,500.6566016787578,519.5585875738238,520.0818961007258,539.5493919735867,540.3654073079431,563.2173621768047,570.5394352504189
397.07991863432414,397.13344101678786,396.5634108043855,385.95693533761187,396.8430015927272,377.21156492687436,401.0953314644953,374.43740227108935,403.9108784993492,381.22799500964965,403.8236320132304,380.4069152105425,396.3915270850775,373.9072291056318,412.80269659133216,363.76080939883303,421.5686209542414,467.69720640636655,465.9734533400766,466.3451788766047,466.833830515544,467.3598838079547,479.8519152686713,482.27855537051283,494.6114632742749,506.10813758486836,485.02382659912143,509.27787308465906,519.3158634730751,519.7991441999167,538.7736242385141,540.5258789062503,562.5957489013676,569.8903576078873
399.17872328985334,399.0013296944757,399.2505907331197,388.2095907302133,398.6401374453593,379.1722165062317,402.6765579950245,376.3437590826128,404.5167799450105,383.7847827729728,403.51291038876514,381.56020137241933,397.231248764765,376.0481018793018,414.0786815824966,366.24375170753143,424.97903260730595,469.289948962984,467.289218720936,467.9143753051761,468.34191276913634,469.02535992577,481.11773826962457,483.7933814639141,496.18599809919124,508.2354271298367,493.05004265194884,514.6493003481914,519.8994583856495,520.4042005993075,539.3507741292321,541.9475410098125,564.4113268171043,571.0681341262094
401.1088914417088,400.49630846296066,401.0011120750794,390.29964229038814,400.3072807675319,381.2298634847008,404.13908386230503,378.7458063761396,405.8776906331383,383.41278584798204,405.3433343796506,382.74553062802295,398.2408207484657,378.15096464611264,415.5541487194246,368.92013549804716,427.189761570522,472.77474812098944,469.47282427833227,470.3483143761048,470.7423729669484,471.5067105974473,483.4943735031858,486.13777996244926,499.2195005871004,508.602391742525,497.0794149126329,516.5633061726892,521.7477914719358,522.6785863240564,540.2452294485913,543.9149852934343,564.6382315499446,572.9876076834546
402.23578752790206,401.8016593569804,402.79017239525234,391.51104772658607,401.550345647903,383.0746274675645,405.40843055361825,380.649828229632,406.84735143752357,381.56695665632003,405.0447213309154,383.88976978120377,398.9089141119097,381.0092315673831,417.0990822201686,370.21767280215334,428.09742845807784,475.27431161063095,472.30479285830575,473.59452293032723,473.4190563020256,473.92187863304537,486.1871112641837,488.898848034087,501.0410723005026,510.23665509905175,491.7288376944409,518.0916395641513,523.8665593465173,525.1595171973822,540.8164967128213,545.2839965820317,563.9093620663602,574.3590661911742
402.08040691557414,402.3054933093846,402.6916078839986,392.0662689208987,401.88816760835226,384.83553495861264,405.6332226707825,381.70857638404516,406.8344646635513,379.692445664179,408.15919821602984,384.3959633963451,399.18534996396045,381.8301526024231,418.4102768670948,370.23405202229844,427.93302699497804,477.1382597060434,474.70140348162005,475.84315290905215,475.9434282212034,476.5387894766675,487.9467620849613,491.45259602864616,500.9800811040973,512.3097060067316,493.8648894173762,516.1285345894953,525.8752201625283,527.783955528623,541.4668560936341,545.9611104329431,561.8997403099428,575.1219409760979
400.29288809640093,401.36194428943486,400.76425061907116,390.83536602201946,401.22166660853827,385.57579512823224,403.8025825137187,382.1148954119004,405.6323518298924,379.7359889802481,406.75708988734686,383.88160378592386,398.40953100295326,381.67130497523743,418.4592586698989,369.270563398089,428.1023675827756,477.21694019862616,475.2289328802203,476.2536068870911,476.5056677318758,477.5842237926668,488.2114312308179,491.9147585914252,502.0899621872678,512.623591468448,490.14271127610016,519.520766122001,526.6640250796368,529.2569173177087,540.1782953171506,546.2532246907556,558.3848818824408,576.4990997314458
397.55551074800064,399.0318607148673,396.3386016119097,389.8678741455081,399.96405392601406,383.1225466047017,399.94245656331407,382.0434788295204,402.20213608514723,386.8587021600635,407.23916880289744,382.3471501668297,395.90179007394,380.0207083565851,416.89517248244545,367.4923749651231,427.4393604823524,475.79126267206135,474.1251213437039,473.81519699096714,476.17449896676237,477.466039566767,487.7654393514001,489.89573524111825,501.18470110212087,511.95588520595044,492.61028089977486,518.8532547723682,526.0802056448804,528.3943005516419,538.485411507743,546.5658758254283,555.543815249489,575.2692703973684
392.5320082164949,394.178641183036,389.29090845017237,385.7185174851193,392.7684337071013,381.5815556844078,393.16759672619077,381.28026617141023,397.82394627162415,396.37639527093825,408.84974161783884,379.4684593563991,392.7491967337475,377.3633459182015,413.67726026262585,364.77484857468403,426.2518557593939,473.6693532126294,472.19021352132194,470.93367912655816,474.86811356317463,476.2367283957348,486.7062933785578,492.0143454415461,500.337312244234,508.9567885625934,492.44703910464364,511.66880471365823,525.7671784900488,527.3266659691224,537.485249110631,546.8322913760235,554.0160878499353,573.9451061430436
390.46427881150044,391.46202523367776,386.2809008643743,383.4389237903416,386.1621471586684,380.1654557727635,385.40300351097494,382.3293260846822,391.29405466715525,403.65951683407764,405.8677070254374,375.894599914551,389.13077908470547,374.50344848632835,409.2106265113471,361.6607738676528,423.46790350051185,474.07488523210833,471.8128242492679,470.2062701270697,473.8008061363587,475.0990073794414,486.1998254685178,492.3261584327338,498.59379323323606,502.7581035069061,485.6468482244586,506.4221122378398,525.0184605916345,526.1583953130817,536.8071230933783,546.5400448753724,554.1123962402348,570.3380112420949
384.92691911969894,385.9604005359471,380.945370992025,378.4600713820687,379.5083015078593,379.10584295363685,376.6753681727821,383.5842859177365,383.4391167050319,405.577404022217,398.3885923113145,371.82772500174417,384.37803032284717,372.9748193650022,403.6966334751677,358.22363172258673,419.06319681803416,473.3764818282358,470.5727749779114,469.473236992246,472.226302192325,472.4606345948722,484.55979628790027,490.28858330136285,490.87754167829274,497.8269849504747,472.94655572800445,491.4028462001259,522.7778498331709,523.1691295078826,536.6160906837104,544.681536719913,556.5734797886444,566.3868938627701
378.9568830217637,379.9563845679876,375.6485606602263,371.7723294212707,374.3158333188014,375.13138907296343,370.13275800432507,382.07083565848245,374.9274128505165,401.12517329624745,389.7942152477449,366.9716600690572,379.19708506266306,371.3910932995027,398.508963448661,355.71310315813366,413.4386672973636,468.53228214808905,466.1314016069688,465.6537313915438,467.8337020874027,468.92618179321323,480.4554704938619,486.093173799061,485.4394643874399,495.0213764735634,472.98624402000826,487.4922692435132,519.8482291811993,520.0440201532276,536.1279899960476,542.1232285272512,559.550710768927,563.1721983410067
374.2508504958382,374.85497429257373,372.3355015345985,364.7733797345845,370.62421126592756,369.3359284173877,364.9647396632606,378.8488580612912,368.33558364141584,393.0272845313666,378.3846508207778,363.06641823904886,373.4953042893185,368.9689792451407,392.3154612949919,354.59407007126606,410.49709937686043,465.02292642139287,462.629300798689,463.0471516563782,461.7730522155765,463.9570327940445,475.2177639915833,479.3121221633188,483.4341895693828,491.6561911446711,468.46508789062534,490.7423030308318,516.3932832990378,516.3129603068037,534.8554760160904,538.1908583868121,560.264545259022,560.8257489885607
369.37771388462636,369.87919435046996,367.7205850510373,362.25604102725106,367.0573234558108,363.5861362275625,360.9731396266395,374.70760926746215,363.7871184576128,397.76565297444694,373.67214566185385,360.0980188278927,368.2517137073338,365.33476693289646,388.1978450956802,354.42983917962965,398.04706446329783,460.75404430571086,458.33646356491846,458.2518001738052,456.64571671258864,458.469272795178,471.5320096697129,470.9318615141372,483.6046207972938,488.4172791980565,466.2118372235983,491.9660728091289,512.5115276518326,512.0931341988703,534.7824975876586,536.0466526576455,560.4247669038323,558.9213990711035
365.1863388788135,364.5433476765953,363.37257494245284,356.2155080522812,359.6416980198454,357.680645715623,357.2418087550575,371.4051560901463,362.9583351498561,388.5777170090451,375.02419244675434,356.34070223853723,364.03039587111726,360.70968373616563,383.1272866385326,354.4019702729727,381.76168005807085,456.51455797467946,453.3366453988215,453.28928829374803,453.07760638282446,453.91150792439805,467.71045612153586,467.6941855294367,489.4304304577059,483.7022305443177,465.03213718959296,489.00306156703436,507.9480946858728,507.5727404639838,532.4401230585011,531.652003696987,558.0129714239215,558.0021667480473
359.0210718427388,358.0232796441943,357.59464427403066,351.52265149071127,354.12902577718125,351.0893151419506,353.7819549923854,372.8492791312084,362.29853275844056,370.5990473429365,374.80375780378097,352.50277419317365,360.2548566545762,355.2368745349705,379.54800233386834,352.01333436511834,367.15294102260066,454.71710513886984,450.7444319952105,450.66121055966363,450.5931140354704,450.0925650823687,463.9625225975403,463.0039404006235,489.84818122500496,477.3777069818409,460.7193730672204,483.1880878266837,501.6822615123934,501.74984014601966,527.5254843575617,525.8594353085476,554.4325358072921,556.9518875848682
350.1415045601983,350.88034493582614,348.5279646373933,343.4970468793599,347.8037200201128,344.29057511829217,349.3369919913158,367.2792910621282,362.2733637491865,349.5748712448849,374.4483718872073,348.91891624814014,357.43224770682224,351.64051128569133,370.47416142054993,348.67422303699334,352.97008496239096,449.56817081996405,445.26465334211105,445.5296698070711,448.1443635849729,445.8704804920018,460.01675451369545,458.1788228352868,481.10018412272166,471.0061184111099,455.26030440557605,469.9568557739261,496.9965442475822,495.5018909999306,522.4348297119145,520.1738782610216,550.8538927350729,557.0812472388861
